intro,score,title
Googles advertising strength in its web homes could someday become its dystopian nightmare,0,The chink in Googles ad armour
"Twitter chief financial officer (CFO) Anthony Noto will take over Bains job, serving in both posts until the board hires a new CFO, says the company",0,Twitter chief operating officer Adam Bain steps down
"Apple is preparing 3 iPhones for launch, including upgraded versions of the current 2 iPhone models and a new top-of-the-line handset with an overhauled look for the 10th anniversary",0,Apple readies iPhone overhaul for smartphones 10th anniversary
"Payment firms push for opening up of the market to a larger number of non-banking entities allowing installation of PoS machines, amid the Modi govts growing digital transaction push",0,Payment companies seek to crack banks monopoly on card use 
"According to the results of PwC survey, 71% of Indias CEOs are very confident of their companys prospects for revenue growth over the next 12 months as opposed to 64% a year ago",1,Indian CEOs more optimistic than global counterparts: PwC
The government and GAIL should not let go of this once-in-a-lifetime opportunity to start building LNG ships locally for want of a final push in the last lap of the tendering process,1,LNG shipbuilding: its now or never
Hyundai India managing director Y.K. Koo says will not be easy for Kia Motors to make inroads in India since the car market has changed dramatically,0,"Hyundai, Kia Motors will aggressively compete in India: MD Y.K. Koo"
Nestlé India  said its commitment to India will be unwavering  and described itself as 99.9% Indian,0,"Nestlé India counters Baba Ramdevs charges, reaffirms Indianness"
Tata Power said it has signed a pact with Ajmer Vidyut Vitran Nigam  for electricity distribution in Ajmer for 20 years,0,Tata Power inks pact for electricity distribution in Ajmer
"Revenue growth of 4% was led by some pickup seen in its process automation and discrete automation and motion segment, but is below its usual run-rate of 8-10%",0,"ABB India: order inflows rise, earnings miss estimates"
"Bill OReillys exit will probably cost just a couple of percentage points in ad sales, before factoring in Fox News expected growth over the next year",1,Bill OReillys exit looks like a non-factor for Fox News profit machine
"With the cash crunch situation easing, the RBI may do away with the weekly cash withdrawal limits from banks as well as ATMs by the end of February, bankers say",1,"Cash withdrawal limits likely to go away by February-end, say bankers"
"Facebook is testing a feature that would let page administrators create job postings and receive applications from candidates, which could take on LinkedIn businesses ",0,Facebook takes on LinkedIn with new job opening features
"In a filing with the BSE, the NDTV said that the company is considering potential sale of certain strategic assets by certain material subsidiary",1,NDTV looks to sell assets
"Bank of Maharashtras NII falls 12.8% to ,844.64 crore in the September quarter from ,969.12 crore a year ago",0,Bank of Maharashtra Q2 loss at Rs337.15 crore on higher provisions
"The NTPC Group has an installed power generation capacity of 47,228 MW, which includes 800 MW of hydro and 360 MW of solar energy",0,"NTPC Group targets 50,000 MW installed capacity by March 2017"
"Total income from operations of  Tata Communications declined marginally to Rs4,509.09 crore during the second quarter from Rs4,541.45 crore a year ago",1,Tata Communications Q2 profit slides 64% to Rs40 crore
The asset manager is pushing into private credit in Asia as unprecedented monetary easing by central banks has weighed on bond market rates,1,BlackRock eyes growth opportunities in India
"Britannias volume sales growth at 10% was lower than the previous two quarters and value sales growth came in at only 8%, indicating some pricing pressure or an adverse change in product mix
",1,Britannia Q4 results: baking in slower growth
"Now, China aims for 110 gigawatts of solar power by 2020, a 27% reduction from an earlier target",1,"China scales back solar, wind ambitions as renewables cool"
"Valic and Fidelity have marked down their shares in Flipkart by 11.3%, and 3.2%, respectively, for the quarter ended August",1,"Flipkart valuation marked down by investors Valic, Fidelity, again "
"Ofo and Mobike will need more than discounts to win users in China, they need bikes",0,Ofo fuels Chinas bike-share battle
"Facebooks senior executives regularly directs content policy and makes editorial judgement calls, particularly in high-profile controversies ",0,Facebook executives feel the heat of content controversies
"KR Sridhar talks about the efficiency of green technology, why India needs it and how Bloom Energy will navigate through challenges unique to the country",1,Decentralized gas-fuelled power generation has a bright future: Bloom Energy CEO
"As state-owned Coal India steps up its mechanization drive and staff retire, wage costs as a share of overall costs is set to drop sharply in six years
",0,How Coal India has been cutting its employee costs
"A look at events that led to Vijay Mallyas arrest, and bail, in London on Tuesday",0,Vijay Mallya: The story so far
"The shortlisted projects are GMR Groups 1,370MW coal power project in Chhattisgarh and Hyderabad-based Ind-Barath Powers 700MW plant in Odisha",0,"NLC shortlists GMR, Ind-Barath power projects for acquisition"
"Apples admission into the AI Research group featuring Amazon, Google, Facebook and Microsoft could be announced as soon as this week",1,"Apple said to join Amazon, Google, Facebook in AI Research Group"
State-owned firms aim to approach government in a few months over the 0.75% discount for cashless payments at fuel outlets,0,Cashless discounts: Fuel retailers may ask govt for compensation
Samsung  announces an expansion of a software patch to the US  intended to encourage the return of the remaining Galaxy Note 7 devices,0,Samsung says 85% of Galaxy Note 7 smartphones in US are replaced
Zensar will retain Keystones brand and team of around 220 people,0,Zensar Technologies acquires retail tech firm Keystone Solutions
"JHS Svendgaard, a contract manufacturer for toothpaste makers Colgate, Dabur and HUL, expectsd to see full capacity utilization by the end of this fiscal",1,Patanjali Dant Kantis popularity boosts production at JHS Svendgaard
"Wagon tenders from railways remain limited, reconfirming Street view railways  decongestion plan is seeing higher spends on construction of new lines in initial phase",0,Long haul for rolling stock firms
"A federal court in Dallas sided with ZeniMax in its lawsuit over the Oculus Rift, the device that has put Facebook at the forefront of the virtual reality boom",0,Facebook ordered to pay $500 million in Oculus Rift lawsuit
"ONGC, which accounts for about two-thirds of Indias total natural gas production, is likely to produce close to 25 billion cubic metres of gas in 2017-18",0,ONGC sees its gas output hitting 5-year high in 2017-18 
"Bharti Infratels revenue increased 10% to Rs3,401 crore during the December quarter from Rs3,106 crore a year ago",1,Bharti Infratel profit rises 25% to Rs620 crore
